RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,DateofCalculation
HH,BITS,1,PL,67BC,TVL,75,,T,26168,57,2018,2,26,1022,11,30,D,54.66,18.825,54.68,18.8067,38G8,61,V,132,1,1,C,7,,,2520,190,18,12,4.3,520,-9,-9,213,-9,47,333,2.7,-9,,-9,,-9,,,,-9,3,5.3,7.26,9.21,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25013,18,2018,2,12,720,9,30,D,54.6417,16.3733,54.655,16.405,38G6,33,V,77,1,1,C,7,,,2526,130,18,12,4.3,520,-9,-9,213,-9,47,53,2.7,-9,,-9,,-9,,,,-9,3.5,3.6,7.61,7.61,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,2,1,2018,2,25,642,11,30,D,55.5987,14.5613,55.6108,14.5988,40G4,65,V,1,1,1,C,5.4,,,2741,380,,,3.5,540,78,-9,213,-9,488,60,2.9,-9,,-9,,-9,20,12,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,66,33,2018,3,5,607,10,30,D,55.4622,14.5337,55.459,14.4895,39G4,59,V,65,1,1,C,5.5,,,2815,360,,,3.5,540,64,25,213,-9,488,262,3,-9,,-9,,-9,100,12,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,67,34,2018,3,5,1022,10,30,D,55.216,13.6458,55.213,13.603,39G3,44,V,68,1,1,C,5.5,,,2722,300,,,3.5,540,61,25,213,-9,488,263,2.9,-9,,-9,,-9,110,10,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,44,22,2018,3,2,721,11,30,D,57.7108,19.3862,57.6863,19.3763,44G9,73,V,43,1,1,C,5.2,,,2797,400,,,3.5,540,79,31,213,-9,488,192,3,-9,18,0,,-9,60,10,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,45,23,2018,3,2,948,10,30,D,57.6107,19.1652,57.5863,19.1525,44G9,46,I,46,1,1,C,5.3,,,2834,300,,,3.5,540,82,-9,213,-9,488,196,3,-9,,-9,,-9,70,8,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,48,24,2018,3,2,1328,11,28,D,57.4755,19.2345,57.497,19.2495,43G9,66,V,47,1,1,C,5.1,,,2574,380,,,3.5,540,85,-9,213,-9,488,21,2.9,-9,,-9,,-9,80,8,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,41,21,2018,3,1,1452,11,30,D,57.3577,19.085,57.3357,19.0633,43G9,63,V,42,1,1,C,5.8,,,2778,380,,,3.5,540,80,31,213,-9,488,208,3,-9,36,0.3,,-9,50,14,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,40,20,2018,3,1,1243,11,30,D,57.3445,19.1442,57.3248,19.116,43G9,77,V,39,1,1,C,5.6,,,2778,410,,,3.5,540,76,30,213,-9,488,218,3,-9,36,0.3,,-9,60,13,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,38,19,2018,3,1,956,10,30,D,57.2845,18.965,57.2637,18.9392,43G8,54,V,37,1,1,C,5.8,,,2815,330,,,3.5,540,79,31,213,-9,488,214,3,-9,,-9,,-9,60,11,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,36,18,2018,3,1,719,12,18,D,57.2595,19.0763,57.2725,19.0922,43G9,81,V,35,1,1,C,5.2,,,1722,430,,,3.5,540,82,32,213,-9,488,33,3,-9,5,0.2,,-9,80,13,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,34,17,2018,2,28,1304,11,30,D,57.0452,17.9195,57.0695,17.9107,43G7,75,V,33,1,1,C,5.2,,,2778,410,,,3.5,540,77,31,213,-9,488,348,2.9,-9,36,0.5,,-9,60,12,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,30,15,2018,2,28,718,12,30,D,57.038,17.8742,57.0625,17.8688,43G7,84,V,29,1,1,C,5.5,,,2759,450,,,3.5,540,77,31,213,-9,488,353,2.9,-9,36,0.3,,-9,80,13,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,32,16,2018,2,28,945,11,30,D,56.9982,17.9497,57.0233,17.9567,42G7,64,V,31,1,1,C,5.5,,,2852,370,,,3.5,540,79,30,213,-9,488,8,3,-9,36,0.3,,-9,80,15,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,34,27,2018,3,3,925,8,30,D,55.0555,11.0821,55.0406,11.1171,39G1,11,V,26,1,1,R,-9,,,2782,110,,,-9,,60,-9,,-9,,,3,-9,,-9,,-9,80,4,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,33,26,2018,3,3,835,9,15,D,55.0491,11.0324,55.0604,11.0284,39G1,33,I,,1,1,R,-9,,,1277,130,,,-9,,-9,-9,,-9,,,-9,-9,,-9,,-9,80,6,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,27,20,2018,2,28,731,9,30,D,54.9627,10.1167,54.9408,10.1344,38G0,32,V,20,1,1,R,2.4,,,2683,150,,,-9,,62,-9,,-9,,,3,-9,,-9,,-9,80,8,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,28,21,2018,2,28,941,9,30,D,54.8128,10.1329,54.7934,10.1546,38G0,25,V,21,1,1,R,2.1,,,2569,135,,,-9,,60,-9,,-9,,,2.9,-9,,-9,,-9,70,8,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,30,23,2018,3,2,747,9,30,D,54.8087,10.3202,54.8182,10.281,38G0,30,V,23,1,1,R,2.1,,,2720,135,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,60,10,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,29,22,2018,3,2,619,9,30,N,54.7684,10.4539,54.7768,10.4137,38G0,22,V,22,1,1,R,1.8,,,2743,125,,,-9,,58,-9,,-9,,,3.1,-9,,-9,,-9,45,5,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,32,25,2018,3,2,1341,8,30,D,54.6852,10.7292,54.7086,10.7408,38G0,18,V,25,1,1,R,2,,,2706,110,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,60,8,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,31,24,2018,3,2,1156,9,30,D,54.5989,10.6504,54.6227,10.6518,38G0,20,V,24,1,1,R,1.7,,,2654,125,,,-9,,61,-9,,-9,,,3.1,-9,,-9,,-9,80,7,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,49,42,2018,3,8,1110,9,30,D,56.1294,12.4289,56.1178,12.4675,41G2,26,V,41,1,1,R,1.8,,,2720,136,,,-9,,63,-9,,-9,,,3,-9,,-9,,-9,225,2,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,19,12,2018,2,25,1006,9,30,D,56.194,11.029,56.1752,11.0053,41G1,25,V,12,1,1,R,2,,,2548,125,,,-9,,59,-9,,-9,,,3,-9,,-9,,-9,60,10,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,47,40,2018,3,8,658,9,30,D,56.2152,11.9858,56.2385,11.9819,41G1,24,V,39,1,1,R,1.6,,,2602,150,,,-9,,64.7,-9,,-9,,,3,-9,,-9,,-9,0,2,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,48,41,2018,3,8,827,9,30,D,56.2453,12.0361,56.2442,12.0821,41G2,26,V,40,1,1,R,1.4,,,2845,150,,,-9,,66,-9,,-9,,,3,-9,,-9,,-9,0,2,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,42,35,2018,3,6,1308,9,30,D,56.2875,11.6164,56.3062,11.6396,41G1,28,V,38,1,1,R,1.8,,,2524,150,,,-9,,59,-9,,-9,,,3,-9,,-9,,-9,90,2,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,18,11,2018,2,25,745,9,30,D,56.3178,11.1677,56.3025,11.1349,41G1,23,V,11,1,1,R,1.9,,,2646,125,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,45,10,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,25,13,2018,2,27,949,11,30,D,56.128,19.8497,56.1488,19.874,41G9,60,V,26,1,1,C,4.4,,,2778,360,,,3.5,540,86,33,213,-9,488,33,3,-9,5,0.3,,-9,90,14,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,24,12,2018,2,27,739,11,30,D,56.1232,19.5145,56.1418,19.5418,41G9,68,V,23,1,1,C,4.4,,,2685,380,,,3.5,540,90,34,213,-9,488,39,2.9,-9,5,0.5,,-9,90,16,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,4,LV,67BC,TVL,75,,T,2,4,2018,12,13,650,11,5,D,57.2233,20.7267,57.2233,20.7267,43H0,77,N,H_4,1,1,C,-9,,,,,16,,4.3,520,-9,-9,,-9,,,-9,-9,,-9,,-9,45,7,,0.5,6.8,5.9,7.29,10.57,,,,,,,,,,,20210428
HH,BITS,4,LV,67BC,TVL,75,,T,2,5,2018,12,13,720,12,5,D,57.205,20.6733,57.205,20.6733,43H0,84,N,H_5,1,1,C,-9,,,,,16,,4.3,520,-9,-9,,-9,,,-9,-9,,-9,,-9,45,7,,0.5,6.7,6,7.26,10.71,,,,,,,,,,,20210428
HH,BITS,4,LV,67BC,TVL,75,,T,2,6,2018,12,13,805,12,5,D,57.175,20.5867,57.175,20.5867,43H0,95,N,H_6,1,1,C,-9,,,,,16,,4.3,520,-9,-9,,-9,,,-9,-9,,-9,,-9,45,7,,0.5,6.7,6.4,7.26,11.44,,,,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,556,35,2018,10,29,1046,9,30,D,55.133,11.292,55.1144,11.3185,39G1,25,V,,1,1,R,1.7,,,2672,136,,,-9,,53,-9,,-9,,,3,-9,,-9,,-9,90,18,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,565,44,2018,10,31,1238,8,30,D,55.1571,9.5949,55.161,9.6366,39F9,18,V,41,1,1,R,2,,,2687,136,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,225,7,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,563,42,2018,10,31,900,9,30,D,55.1632,9.8896,55.1535,9.8542,39F9,20,V,39,1,1,R,1.8,,,2494,136,,,-9,,54,-9,,-9,,,3,-9,,-9,,-9,225,13,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,552,32,2018,10,28,1327,9,30,D,55.1964,11.0665,55.181,11.0348,39G1,32,V,29,1,1,R,1.4,,,2644,186,,,-9,,55,-9,,-9,,,3,-9,,-9,,-9,90,6,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,555,34,2018,10,29,753,8,20,D,55.2432,10.9926,55.2272,10.9925,39G0,18,V,32,1,1,R,1.7,,,1779,136,,,-9,,51,-9,,-9,,,3,-9,,-9,,-9,90,15,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,540,19,2018,10,24,944,8,30,D,55.2515,12.4656,55.2363,12.4961,39G2,19,V,18,1,1,R,-9,,,2570,150,,,-9,,53,-9,,-9,,,3,-9,,-9,,-9,350,5,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,554,33,2018,10,29,605,9,20,N,55.2833,10.9899,55.2676,10.9859,39G0,20,V,31,1,1,R,1.5,,,1761,136,,,-9,,52,-9,,-9,,,3,-9,,-9,,-9,90,12,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,551,30,2018,10,28,1041,9,30,D,55.3923,10.8275,55.369,10.8405,39G0,22,V,28,1,1,R,1.5,,,2728,136,,,-9,,55,-9,,-9,,,3,-9,,-9,,-9,67,8,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,550,29,2018,10,28,912,8,30,D,55.4102,10.862,55.3916,10.8424,39G0,19,V,27,1,1,R,1.9,,,2413,136,,,-9,,52,-9,,-9,,,3,-9,,-9,,-9,67,5,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,539,18,2018,10,24,641,8,30,N,55.4972,12.4219,55.4956,12.3814,39G2,10,V,17,1,1,R,1.5,,,2559,135,,,-9,,56,-9,,-9,,,2.9,-9,,-9,,-9,350,7,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,549,28,2018,10,28,641,9,30,N,55.5347,10.8561,55.557,10.8393,40G0,36,V,26,1,1,R,1.4,,,2689,186,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,67,6,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,548,27,2018,10,27,1200,9,30,D,55.7055,10.4792,55.7035,10.4377,40G0,22,V,25,1,1,R,1.7,,,2609,136,,,-9,,54,-9,,-9,,,3,-9,,-9,,-9,0,14,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,541,20,2018,10,24,1455,8,30,D,55.738,12.71,55.7604,12.7208,40G2,13,V,19,1,1,R,-9,,,2581,135,,,-9,,52,-9,,-9,,,2.9,-9,,-9,,-9,340,6,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,538,17,2018,10,23,922,9,30,D,55.8227,12.7007,55.8217,12.7025,40G2,21,I,,1,1,R,-9,,,154,150,,,-9,,-9,-9,,-9,,,3.2,-9,,-9,,-9,300,14,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,567,46,2018,11,1,940,8,30,D,55.9296,11.1963,55.9163,11.231,40G1,13,V,43,1,1,R,1.4,,,2613,136,,,-9,,56,-9,,-9,,,3.1,-9,,-9,,-9,112,10,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,547,26,2018,10,27,945,9,15,D,55.94,10.4837,55.9281,10.4799,40G0,20,V,24,1,1,R,1.7,,,1347,136,,,-9,,53,-9,,-9,,,3,-9,,-9,,-9,0,11,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,537,16,2018,10,23,613,8,30,N,55.9728,12.6472,55.9519,12.6359,40G2,14,V,16,1,1,R,1.4,,,2426,135,,,-9,,60,-9,,-9,,,2.9,-9,,-9,,-9,300,15,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,566,45,2018,11,1,726,8,30,D,55.9839,10.8836,55.9795,10.9274,40G0,18,V,42,1,1,R,1.5,,,2774,136,,,-9,,59,-9,,-9,,,3,-9,,-9,,-9,112,12,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,568,47,2018,11,1,1153,9,30,D,56.0053,11.0482,55.9888,11.0212,41G1,38,V,44,1,1,R,1.6,,,2487,186,,,-9,,59,-9,,-9,,,3,-9,,-9,,-9,112,5,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,546,25,2018,10,27,610,8,30,N,56.0359,10.9781,56.0416,10.9356,41G0,19,V,,1,1,R,1.4,,,2715,130,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,0,15,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,542,21,2018,10,26,616,9,30,N,56.121,12.4554,56.1332,12.4181,41G2,27,V,20,1,1,R,1.4,,,2676,150,,,-9,,56,-9,,-9,,,3,-9,,-9,,-9,330,5,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,569,48,2018,11,2,639,8,30,N,56.2021,10.8764,56.2224,10.9022,41G0,18,V,45,1,1,R,1.7,,,2767,136,,,-9,,54,-9,,-9,,,3,-9,,-9,,-9,202,8,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,571,50,2018,11,2,938,9,30,D,56.2026,11.0756,56.1781,11.0691,41G1,20,V,46,1,1,R,1.6,,,2752,136,,,-9,,55,-9,,-9,,,3,-9,,-9,,-9,202,11,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,570,49,2018,11,2,733,9,15,D,56.2242,11.0522,56.2327,11.0703,41G1,23,I,,1,1,R,-9,,,1468,136,,,-9,,51,-9,,-9,,,3,-9,,-9,,-9,202,8,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,153,37,2018,11,11,632,10,30,N,55.8703,16.0193,55.8707,16.0642,40G6,55,V,152,1,1,R,5.8,,,2804,330,,,4.4,520,84,-9,213,-9,,86,3,-9,,-9,,-9,154,9,,-9,7.7,7.9,7.27,7.42,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,145,33,2018,11,10,632,10,30,N,55.8645,16.4772,55.866,16.4312,40G6,53,V,144,1,1,R,6.6,,,2880,310,,,4.4,520,76,-9,213,-9,,273,3.1,-9,,-9,,-9,141,6,,-9,8.6,7.8,7.48,10.45,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,155,38,2018,11,11,904,10,30,D,55.8475,15.9876,55.8357,15.9478,40G5,57,V,154,1,1,R,6.1,,,2813,440,,,4.4,520,83,-9,213,-9,,248,3.1,-9,,-9,,-9,155,10,,-9,7.8,6.6,7.26,7.61,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,167,44,2018,11,12,1208,10,30,D,55.8385,15.2862,55.8183,15.2589,40G5,51,V,164,1,1,R,5.9,,,2819,310,,,4.4,520,81,-9,213,-9,,218,3,-9,,-9,,-9,170,7,,-9,8.5,7.5,7.47,7.56,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,149,35,2018,11,10,1148,10,30,D,55.8376,16.1936,55.8413,16.1496,40G6,58,V,148,1,1,R,5.9,,,2776,340,,,4.4,520,82,-9,213,-9,,278,3,-9,,-9,,-9,150,3,,-9,7.7,10.2,7.24,13.43,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,159,40,2018,11,11,1327,10,30,D,55.8072,15.8404,55.8013,15.7969,40G5,56,V,158,1,1,R,5.6,,,2795,340,,,4.4,520,83.9,-9,213,-9,,265,3,-9,,-9,,-9,162,10,,-9,9,7.9,7.52,9.58,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,165,43,2018,11,12,908,10,22,D,55.8054,15.2866,55.8157,15.3134,40G5,55,V,164,1,1,R,6,,,2037,340,,,4.4,520,84,-9,213,-9,,50,3.1,-9,,-9,,-9,171,5,,-9,8.5,7.5,7.47,7.56,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,157,39,2018,11,11,1143,11,30,D,55.7841,15.9805,55.7838,15.9363,40G5,62,V,156,1,1,R,5.3,,,2771,380,,,4.4,520,89,-9,213,-9,,270,3,-9,,-9,,-9,161,9,,-9,10.1,8.9,7.6,15.69,,,,,,,,,,,20210428
HH,BITS,4,SE,26D4,TVL,75,,T,43,21,2018,11,25,823,11,16,D,57.4847,17.5632,57.4718,17.5537,43G7,75,V,42,1,1,C,4.5,,,1537,390,,,3.5,540,78,30,213,-9,488,202,2.9,-9,,-9,,-9,40,10,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,4,SE,26D4,TVL,75,,T,41,20,2018,11,24,1335,13,30,D,57.4583,17.7367,57.4833,17.7267,43G7,110,N,40,1,1,C,-9,,,2778,,,,3.5,540,-9,-9,213,-9,488,,3,-9,,-9,,-9,10,5,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,4,SE,26D4,TVL,75,,T,45,22,2018,11,25,938,11,30,D,57.3462,17.4202,57.3212,17.4178,43G7,72,V,44,1,1,C,4.3,,,2797,390,,,3.5,540,82,-9,213,-9,488,183,3,-9,18,0.4,,-9,20,8,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,4,SE,26D4,TVL,75,,T,22,11,2018,11,22,1250,11,30,D,57.3025,19.0538,57.3238,19.0782,43G9,67,V,23,1,1,C,5.1,,,2797,390,,,3.5,540,85,34,213,-9,488,32,3,-9,9,0.2,,-9,260,5,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,4,SE,26D4,TVL,75,,T,21,10,2018,11,22,1015,12,23,D,57.26,19.0772,57.2773,19.0962,43G9,81,V,20,1,1,C,5.1,,,2241,430,,,3.5,540,85,32,213,-9,488,31,3,-9,9,0.4,,-9,280,4,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,4,SE,26D4,TVL,75,,T,47,23,2018,11,25,1222,11,30,D,57.096,17.2837,57.1207,17.2897,43G7,72,V,46,1,1,C,4.1,,,2759,400,,,3.5,540,80,-9,213,-9,488,7,3,-9,27,0.2,,-9,30,10,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,4,SE,26D4,TVL,75,,T,17,8,2018,11,22,820,12,30,D,57.0647,18.875,57.0852,18.9017,43G8,86,N,16,1,1,C,-9,,,2778,,,,3.5,540,-9,-9,213,-9,488,,3,-9,,-9,,-9,300,2,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,4,DK,26HF,TVS,,S,,528,7,2018,10,20,623,11,30,N,57.5488,11.5041,57.525,11.5051,44G1,65,V,7,1,1,R,1.4,,,2656,210,,,-9,,67,-9,,-9,,,3,-9,,-9,,-9,270,7,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,69,15,2018,11,5,1118,12,30,D,54.9585,15.5305,54.9663,15.5709,38G5,85,V,68,1,1,R,5.4,,,2722,425,,,4.4,520,88.3,-9,213,-9,,71,3,-9,,-9,,-9,113,5,,-9,10.6,10,7.65,16.65,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,186,54,2018,11,14,1421,12,18,D,54.9348,15.6749,54.9288,15.6991,38G5,82,V,187,1,1,R,5.8,,,1685,425,,,4.4,520,87.8,-9,213,-9,,113,3,-9,,-9,,-9,283,5,,-9,9.8,9.9,7.74,17.02,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,85,17,2018,11,6,618,10,30,N,54.919,16.2042,54.9359,16.2371,38G6,46,V,84,1,1,R,5.7,,,2817,310,,,4.4,520,92,-9,213,-9,,58,3,-9,,-9,,-9,162,10,,-9,9,9.5,7.75,13,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,191,56,2018,11,15,902,11,30,D,54.8927,15.1681,54.8849,15.127,38G5,60,V,190,1,1,R,5.7,,,2771,360,,,4.4,520,86,-9,213,-9,,252,3,-9,,-9,,-9,168,6,,-9,10.1,11.4,7.7,13.49,,,,,,,,,,,20210428
HH,BITS,4,LV,67BC,TVL,75,,T,2,14,2018,12,15,950,10,30,D,56.64,20.655,56.62,20.6283,42H0,49,V,H_14,1,1,C,-9,,,,150,16,,4.3,520,-9,-9,,-9,,210,-9,-9,,-9,,-9,113,7,,0.5,6.6,6.6,7.27,7.42,,,,,,,,,,,20210428
HH,BITS,4,LV,67BC,TVL,75,,T,2,13,2018,12,15,830,10,30,D,56.615,20.6933,56.6333,20.72,42H0,40,V,H_13,1,1,C,-9,,,,120,16,,4.3,520,-9,-9,,-9,,45,-9,-9,,-9,,-9,90,7,,0.5,6.5,6.6,7.29,7.32,,,,,,,,,,,20210428
HH,BITS,4,LV,67BC,TVL,75,,T,2,31,2018,12,15,1240,13,5,D,56.6033,20.2617,56.6033,20.2617,42H0,116,A,H_31,1,1,C,-9,,,,,16,,4.3,520,-9,-9,,-9,,,-9,-9,,-9,,-9,90,7,,0.5,6.7,7.1,7.33,11.72,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,50,11,2018,11,4,1231,11,30,D,54.7869,15.7278,54.7945,15.6868,38G5,77,V,49,1,1,R,5.3,,,2758,410,,,4.4,520,87.9,-9,213,-9,,287,3,-9,,-9,,-9,98,10,,-9,10.8,10.4,7.67,14.8,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,52,12,2018,11,4,1437,11,30,D,54.7766,15.6596,54.7812,15.7019,38G5,76,V,51,1,1,R,5.2,,,2759,410,,,4.4,520,87,-9,213,-9,,80,3,-9,,-9,,-9,106,11,,-9,10.5,11.2,7.63,15.7,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,10,2,2018,11,2,902,11,30,D,54.7716,15.0028,54.749,14.983,38G5,61,V,9,1,1,R,5.7,,,2811,350,,,4.4,520,80,-9,213,-9,,204,3,-9,,-9,,-9,216,8,,-9,10.4,10.4,7.73,12.11,,,,,,,,,,,20210428
HH,BITS,4,DK,26D4,TVL,,,T,46,9,2018,11,4,835,10,30,D,54.7714,15.9547,54.7469,15.949,38G5,55,V,45,1,1,R,5.8,,,2756,325,,,4.4,520,84,-9,213,-9,,187,3,-9,,-9,,-9,120,10,,-9,9.5,10.3,7.77,13.63,,,,,,,,,,,20210428
